ProductKey,Unit price,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,GermanDescription,JapaneseDescription,TurkishDescription,StartDate,EndDate,Status
590,769.49,BK-M38S-46,1,LB ,CM ,"Mountain-400-W Silver, 46","Montaña: 400 para mujer, plateada, 46","VTT 400 -W argent, 46",419.7784,TRUE,Silver,100,75,769.49,46,42-46 CM,27,4,M ,461.694,M ,W ,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","Ce vélo offre un excellent rapport qualité-prix. Vif et facile à manœuvrer, il se conduit en toute tranquillité sur les chemins et les sentiers.",?????????????????????????????????,???? ??? ??????? ????? ?????? ?? ?????? ?? ???? ??????? ?????. ??? ????? ????? ????????? ???????? ?????? ????????? ??? ???????? ??? ????????? ??????? ???? ???? ????? ?? ??????? ??? ????? ??? ???????.,"??????? ??? ?????? ??? ??????? ????? ????? ????.  ?? ????? ????? ?????? ??????? ""??? ???"" ??????? ???? ????????.",?????????????????????????????? ?????????????  ?????????? ????? ????????????????????????????????????????????????????,Dieses Fahrrad bietet ein erstklassiges Preis-/Leistungsverhältnis. Auf seine Reaktionsschnelligkeit und leichte Steuerung können Sie sich im Gelände voll verlassen.,?????????????????????????????????????????????????????????,"""Bu bisiklet hem hesapl?d?r, hem de yüksek seviyede performans gösterir. Duyarl?d?r ve manevra kabiliyeti yüksektir, araziye ç?kmak istedi?inizde güven verir.""",01-07-2013,,Current
591,564.99,BK-M18S-40,1,LB ,CM ,"Mountain-500 Silver, 40","Montaña: 500, plateada, 40","VTT 500 argent, 40",308.2179,TRUE,Silver,100,75,564.99,40,38-40 CM,27,4,M ,338.994,L ,U ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Adapté à tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.",??????????????????????????????????????????????,?????? ??? ??? ?? ????? ???????? ????? ??? ????? ??????? ?? ??? ???????. ?????? ??? ???????. ??? ????? ??? ?? ????? ?????.,"??????? ??? ??? ?????, ?????? ?????? ???????? ????. ??????? ??? ?????. ????? ??????? ???? ??? ?? ????? ????.",?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????,Geeignet für Straße und Gelände. Für jedes Budget. Komfortable Gangschaltung.,???????????????????????????????????????????????,Yolda veya arazide her tür sürü?e uygundur. Her bütçeye uyar. Yumu?ak vites geçi?i ve konforlu sürü?.,01-07-2013,,Current
592,564.99,BK-M18S-42,1,LB ,CM ,"Mountain-500 Silver, 42","Montaña: 500, plateada, 42","VTT 500 argent, 42",308.2179,TRUE,Silver,100,75,564.99,42,42-46 CM,28,4,M ,338.994,L ,U ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Adapté à tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.",??????????????????????????????????????????????,?????? ??? ??? ?? ????? ???????? ????? ??? ????? ??????? ?? ??? ???????. ?????? ??? ???????. ??? ????? ??? ?? ????? ?????.,"??????? ??? ??? ?????, ?????? ?????? ???????? ????. ??????? ??? ?????. ????? ??????? ???? ??? ?? ????? ????.",?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????,Geeignet für Straße und Gelände. Für jedes Budget. Komfortable Gangschaltung.,???????????????????????????????????????????????,Yolda veya arazide her tür sürü?e uygundur. Her bütçeye uyar. Yumu?ak vites geçi?i ve konforlu sürü?.,01-07-2013,,Current
593,564.99,BK-M18S-44,1,LB ,CM ,"Mountain-500 Silver, 44","Montaña: 500, plateada, 44","VTT 500 argent, 44",308.2179,TRUE,Silver,100,75,564.99,44,42-46 CM,28,4,M ,338.994,L ,U ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Adapté à tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.",??????????????????????????????????????????????,?????? ??? ??? ?? ????? ???????? ????? ??? ????? ??????? ?? ??? ???????. ?????? ??? ???????. ??? ????? ??? ?? ????? ?????.,"??????? ??? ??? ?????, ?????? ?????? ???????? ????. ??????? ??? ?????. ????? ??????? ???? ??? ?? ????? ????.",?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????,Geeignet für Straße und Gelände. Für jedes Budget. Komfortable Gangschaltung.,???????????????????????????????????????????????,Yolda veya arazide her tür sürü?e uygundur. Her bütçeye uyar. Yumu?ak vites geçi?i ve konforlu sürü?.,01-07-2013,,Current
594,564.99,BK-M18S-48,1,LB ,CM ,"Mountain-500 Silver, 48","Montaña: 500, plateada, 48","VTT 500 argent, 48",308.2179,TRUE,Silver,100,75,564.99,48,48-52 CM,28,4,M ,338.994,L ,U ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Adapté à tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.",??????????????????????????????????????????????,?????? ??? ??? ?? ????? ???????? ????? ??? ????? ??????? ?? ??? ???????. ?????? ??? ???????. ??? ????? ??? ?? ????? ?????.,"??????? ??? ??? ?????, ?????? ?????? ???????? ????. ??????? ??? ?????. ????? ??????? ???? ??? ?? ????? ????.",?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????,Geeignet für Straße und Gelände. Für jedes Budget. Komfortable Gangschaltung.,???????????????????????????????????????????????,Yolda veya arazide her tür sürü?e uygundur. Her bütçeye uyar. Yumu?ak vites geçi?i ve konforlu sürü?.,01-07-2013,,Current
595,564.99,BK-M18S-52,1,LB ,CM ,"Mountain-500 Silver, 52","Montaña: 500, plateada, 52","VTT 500 argent, 52",308.2179,TRUE,Silver,100,75,564.99,52,48-52 CM,29,4,M ,338.994,L ,U ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Adapté à tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.",??????????????????????????????????????????????,?????? ??? ??? ?? ????? ???????? ????? ??? ????? ??????? ?? ??? ???????. ?????? ??? ???????. ??? ????? ??? ?? ????? ?????.,"??????? ??? ??? ?????, ?????? ?????? ???????? ????. ??????? ??? ?????. ????? ??????? ???? ??? ?? ????? ????.",?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????,Geeignet für Straße und Gelände. Für jedes Budget. Komfortable Gangschaltung.,???????????????????????????????????????????????,Yolda veya arazide her tür sürü?e uygundur. Her bütçeye uyar. Yumu?ak vites geçi?i ve konforlu sürü?.,01-07-2013,,Current
596,539.99,BK-M18B-40,1,LB ,CM ,"Mountain-500 Black, 40","Montaña: 500, negra, 40","VTT 500 noir, 40",294.5797,TRUE,Black,100,75,539.99,40,38-40 CM,27,4,M ,323.994,L ,U ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Adapté à tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.",??????????????????????????????????????????????,?????? ??? ??? ?? ????? ???????? ????? ??? ????? ??????? ?? ??? ???????. ?????? ??? ???????. ??? ????? ??? ?? ????? ?????.,"??????? ??? ??? ?????, ?????? ?????? ???????? ????. ??????? ??? ?????. ????? ??????? ???? ??? ?? ????? ????.",?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????,Geeignet für Straße und Gelände. Für jedes Budget. Komfortable Gangschaltung.,???????????????????????????????????????????????,Yolda veya arazide her tür sürü?e uygundur. Her bütçeye uyar. Yumu?ak vites geçi?i ve konforlu sürü?.,01-07-2013,,Current
597,539.99,BK-M18B-42,1,LB ,CM ,"Mountain-500 Black, 42","Montaña: 500, negra, 42","VTT 500 noir, 42",294.5797,TRUE,Black,100,75,539.99,42,42-46 CM,28,4,M ,323.994,L ,U ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Adapté à tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.",??????????????????????????????????????????????,?????? ??? ??? ?? ????? ???????? ????? ??? ????? ??????? ?? ??? ???????. ?????? ??? ???????. ??? ????? ??? ?? ????? ?????.,"??????? ??? ??? ?????, ?????? ?????? ???????? ????. ??????? ??? ?????. ????? ??????? ???? ??? ?? ????? ????.",?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????,Geeignet für Straße und Gelände. Für jedes Budget. Komfortable Gangschaltung.,???????????????????????????????????????????????,Yolda veya arazide her tür sürü?e uygundur. Her bütçeye uyar. Yumu?ak vites geçi?i ve konforlu sürü?.,01-07-2013,,Current
598,539.99,BK-M18B-44,1,LB ,CM ,"Mountain-500 Black, 44","Montaña: 500, negra, 44","VTT 500 noir, 44",294.5797,TRUE,Black,100,75,539.99,44,42-46 CM,28,4,M ,323.994,L ,U ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Adapté à tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.",??????????????????????????????????????????????,?????? ??? ??? ?? ????? ???????? ????? ??? ????? ??????? ?? ??? ???????. ?????? ??? ???????. ??? ????? ??? ?? ????? ?????.,"??????? ??? ??? ?????, ?????? ?????? ???????? ????. ??????? ??? ?????. ????? ??????? ???? ??? ?? ????? ????.",?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????,Geeignet für Straße und Gelände. Für jedes Budget. Komfortable Gangschaltung.,???????????????????????????????????????????????,Yolda veya arazide her tür sürü?e uygundur. Her bütçeye uyar. Yumu?ak vites geçi?i ve konforlu sürü?.,01-07-2013,,Current
599,539.99,BK-M18B-48,1,LB ,CM ,"Mountain-500 Black, 48","Montaña: 500, negra, 48","VTT 500 noir, 48",294.5797,TRUE,Black,100,75,539.99,48,48-52 CM,28,4,M ,323.994,L ,U ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Adapté à tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.",??????????????????????????????????????????????,?????? ??? ??? ?? ????? ???????? ????? ??? ????? ??????? ?? ??? ???????. ?????? ??? ???????. ??? ????? ??? ?? ????? ?????.,"??????? ??? ??? ?????, ?????? ?????? ???????? ????. ??????? ??? ?????. ????? ??????? ???? ??? ?? ????? ????.",?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????,Geeignet für Straße und Gelände. Für jedes Budget. Komfortable Gangschaltung.,???????????????????????????????????????????????,Yolda veya arazide her tür sürü?e uygundur. Her bütçeye uyar. Yumu?ak vites geçi?i ve konforlu sürü?.,01-07-2013,,Current
600,539.99,BK-M18B-52,1,LB ,CM ,"Mountain-500 Black, 52","Montaña: 500, negra, 52","VTT 500 noir, 52",294.5797,TRUE,Black,100,75,539.99,52,48-52 CM,29,4,M ,323.994,L ,U ,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Adapté à tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.",??????????????????????????????????????????????,?????? ??? ??? ?? ????? ???????? ????? ??? ????? ??????? ?? ??? ???????. ?????? ??? ???????. ??? ????? ??? ?? ????? ?????.,"??????? ??? ??? ?????, ?????? ?????? ???????? ????. ??????? ??? ?????. ????? ??????? ???? ??? ?? ????? ????.",?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????,Geeignet für Straße und Gelände. Für jedes Budget. Komfortable Gangschaltung.,???????????????????????????????????????????????,Yolda veya arazide her tür sürü?e uygundur. Her bütçeye uyar. Yumu?ak vites geçi?i ve konforlu sürü?.,01-07-2013,,Current
604,539.99,BK-R19B-44,2,LB ,CM ,"Road-750 Black, 44","Carretera: 750, negra, 44","Vélo de route 750 noir, 44",343.6496,TRUE,Black,100,75,539.99,44,42-46 CM,20,4,R ,323.994,L ,U ,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Vélo d'adulte d'entrée de gamme ; permet une conduite confortable en ville ou sur les chemins de campagne. Moyeux et rayons à blocage rapide.,?????????????????????????????????,???? ????? ?????? ????????? ?? ????????? ??? ???? ????? ????? ????? ??? ????? ?????? ?? ?? ???? ???????. ????? ????? ???????? ????????? ????????? ????? ???????.,"????? ??????? ????????; ?????? ????? ???? ""???? ????"" ?? ????? ?????. ?????? ???????? ?????? ????.",????????????????????????????????? ??????????????????????????????????????????????????????  ???????????????????????,Ein Erwachsenenrad für Einsteiger; bietet Komfort über Land und in der Stadt. Schnellspann-Naben und Felgen.,????? ?????????????????????????????????????????????????????????,"""Ba?lang?ç seviyesinde yeti?kin bisikleti, k?rda veya soka??n?zda konforlu sürü? sunar. Kolay ç?kar?lan göbekler ve jantlar.""",01-07-2013,,Current
605,539.99,BK-R19B-48,2,LB ,CM ,"Road-750 Black, 48","Carretera: 750, negra, 48","Vélo de route 750 noir, 48",343.6496,TRUE,Black,100,75,539.99,48,48-52 CM,20,4,R ,323.994,L ,U ,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Vélo d'adulte d'entrée de gamme ; permet une conduite confortable en ville ou sur les chemins de campagne. Moyeux et rayons à blocage rapide.,?????????????????????????????????,???? ????? ?????? ????????? ?? ????????? ??? ???? ????? ????? ????? ??? ????? ?????? ?? ?? ???? ???????. ????? ????? ???????? ????????? ????????? ????? ???????.,"????? ??????? ????????; ?????? ????? ???? ""???? ????"" ?? ????? ?????. ?????? ???????? ?????? ????.",????????????????????????????????? ??????????????????????????????????????????????????????  ???????????????????????,Ein Erwachsenenrad für Einsteiger; bietet Komfort über Land und in der Stadt. Schnellspann-Naben und Felgen.,????? ?????????????????????????????????????????????????????????,"""Ba?lang?ç seviyesinde yeti?kin bisikleti, k?rda veya soka??n?zda konforlu sürü? sunar. Kolay ç?kar?lan göbekler ve jantlar.""",01-07-2013,,Current
606,539.99,BK-R19B-52,2,LB ,CM ,"Road-750 Black, 52","Carretera: 750, negra, 52","Vélo de route 750 noir, 52",343.6496,TRUE,Black,100,75,539.99,52,48-52 CM,20,4,R ,323.994,L ,U ,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Vélo d'adulte d'entrée de gamme ; permet une conduite confortable en ville ou sur les chemins de campagne. Moyeux et rayons à blocage rapide.,?????????????????????????????????,???? ????? ?????? ????????? ?? ????????? ??? ???? ????? ????? ????? ??? ????? ?????? ?? ?? ???? ???????. ????? ????? ???????? ????????? ????????? ????? ???????.,"????? ??????? ????????; ?????? ????? ???? ""???? ????"" ?? ????? ?????. ?????? ???????? ?????? ????.",????????????????????????????????? ??????????????????????????????????????????????????????  ???????????????????????,Ein Erwachsenenrad für Einsteiger; bietet Komfort über Land und in der Stadt. Schnellspann-Naben und Felgen.,????? ?????????????????????????????????????????????????????????,"""Ba?lang?ç seviyesinde yeti?kin bisikleti, k?rda veya soka??n?zda konforlu sürü? sunar. Kolay ç?kar?lan göbekler ve jantlar.""",01-07-2013,,Current
